L1,L2,L3,GROUP_DVS_CD,관리 계정 코드,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,계정코드,,계정명,,계정코드,,계정명
,,,WELFARE,WF-101,50152509,1,원가)복리후생비(회식대(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152509,1,원가)복리후생비(회식대(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152509,1,원가)복리후생비(회식대(현장)),,,,,,,,
,,식대,WELFARE,WF-102,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115701,1,복리후생비(야근식대),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115703,1,복리후생비(식대),,,,,,,,
,,,WELFARE,WF-102,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115703,1,복리후생비(외근식대),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115701,1,복리후생비(야근식대),,,,,,,,
,,,WELFARE,WF-102,50152503,1,원가)복리후생비(야근식대),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152503,1,원가)복리후생비(야근식대),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152503,1,원가)복리후생비(야근식대),,,,,,,,
,,,WELFARE,WF-102,50152501,1,원가)복리후생비(외근식대(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152501,1,원가)복리후생비(외근식대(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152501,1,원가)복리후생비(외근식대(현장)),,,,,,,,
,,,WELFARE,WF-102,50152505,1,원가)복리후생비(외근식대),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152505,1,원가)복리후생비(외근식대),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152505,1,원가)복리후생비(외근식대),,,,,,,,
,,내부회의비,WELFARE,WF-103,60117901,1,회의비,,일반관리비,판매비및일반관리비 (6011),회의비 (601179),60117901,1,회의비,,일반관리비,판매비및일반관리비 (6011),회의비 (601179),60117901,1,회의비,,,,,,,,
,,,WELFARE,WF-103,60114743,1,경상시험연구비(회의비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114743,1,경상시험연구비(회의비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114743,1,경상시험연구비(회의비),,,,,,,,
,,,WELFARE,WF-103,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114744,1,경상시험연구비(회의비(연구)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114744,1,경상시험연구비(회의비(연구)),,,,,,,,
,,,WELFARE,WF-103,50154701,1,원가)회의비,,용역원가,경 비 (5015),원가)회의비 (501547),50154701,1,원가)회의비,,용역원가,경 비 (5015),원가)회의비 (501547),50154701,1,원가)회의비,,,,,,,,
,,체력단련비,ETC,WF-104,60115737,1,복리후생비(써클운영비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115737,1,복리후생비(써클운영비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115737,1,복리후생비(써클운영비),,,,,,,,
,,,ETC,WF-104,,,,,,,,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115733,1,복리후생비(부서운영비),,,,,,,,
,,,ETC,WF-104,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114759,1,경상시험연구비(부서운영비),,일반관리비,판매비및일반관리비 (6011),경상연구개발비 (601147),60114759,1,경상시험연구비(부서운영비),,,,,,,,
,,,ETC,WF-104,50152535,1,원가)복리후생비(부서운영비),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152535,1,원가)복리후생비(부서운영비),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152535,1,원가)복리후생비(부서운영비),,,,,,,,
,,도서구입비,ETC,WF-105,60114503,1,도서인쇄비(도서구입비),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114503,1,도서인쇄비(도서구입비),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114503,1,도서인쇄비(도서구입비),,826,,도서인쇄비,,826,,도서인쇄비
,,,ETC,WF-105,60114599,1,도서인쇄비(기타),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114599,1,도서인쇄비(기타),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114599,1,도서인쇄비(기타),,,,,,726,,도서인쇄비
,,,ETC,WF-105,60114511,1,도서인쇄비(전산출력비),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114511,1,도서인쇄비(전산출력비),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114511,1,도서인쇄비(전산출력비),,,,,,,,
,,,ETC,WF-105,,,,,,,,,,,,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114505,1,도서인쇄비(복사료),,,,,,,,
,,,ETC,WF-105,60114725,1,경상시험연구비(도서인쇄비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114725,1,경상시험연구비(도서인쇄비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114725,1,경상시험연구비(도서인쇄비),,,,,,,,
,,,ETC,WF-105,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114726,1,경상시험연구비(도서인쇄(전산출력비)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114726,1,경상시험연구비(도서인쇄(전산출력비)),,,,,,,,
,,,ETC,WF-105,50151503,1,원가)도서인쇄비(도서구입비),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151503,1,원가)도서인쇄비(도서구입비),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151503,1,원가)도서인쇄비(도서구입비),,,,,,,,
,,,ETC,WF-105,50151511,1,원가)도서인쇄비(전산출력비),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151511,1,원가)도서인쇄비(전산출력비),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151511,1,원가)도서인쇄비(전산출력비),,,,,,,,
,,,ETC,WF-105,50151599,1,원가)도서인쇄비(기타),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151599,1,원가)도서인쇄비(기타),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151599,1,원가)도서인쇄비(기타도서인쇄비),,,,,,,,
,,,ETC,WF-105,,,,,,,,,,,,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151505,1,원가)도서인쇄비(복사료),,,,,,,,
,,기타,ETC,WF-106,60115798,1,복리후생비(공통),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115798,1,복리후생비(공통),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115798,1,복리후생비(공통),,843,,부서비,,811,,복리후생비
,,,ETC,WF-106,60115707,1,복리후생비(경조금),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115707,1,복리후생비(경조금),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115707,1,복리후생비(경조금),,736,,복리후생비,,711,,복리후생비
,,,ETC,WF-106,60117601,1,부서비,,일반관리비,판매비및일반관리비 (6011),부서비 (601176),60117601,1,부서비,,,,,,,,,,,,,850,,공상처리비
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115709,1,복리후생비(학자금보조),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115709,1,복리후생비(학자금보조),,,,,,846,,부서비
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115711,1,복리후생비(차량보조금),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115711,1,복리후생비(차량보조금),,,,,,,,
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115713,1,복리후생비(생수),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115713,1,"복리후생비(일직,당직비)",,,,,,,,
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115729,1,복리후생비(화환대),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115729,1,복리후생비(화환대),,,,,,,,
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115731,1,복리후생비(임금채권부담금),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115731,1,복리후생비(임금채권부담금),,,,,,,,
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115725,1,"복리후생비(근재,상해보험료)",,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115725,1,"복리후생비(근재,상해보험료)",,,,,,,,
,,,ETC,WF-106,60114741,1,경상시험연구비(복리후생비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114741,1,경상시험연구비(복리후생비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114741,1,경상시험연구비(복리후생비),,,,,,,,
,,,ETC,WF-106,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114742,1,경상시험연구비(복리후생비(연구)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114742,1,경상시험연구비(복리후생비(연구)),,,,,,,,
,,,ETC,WF-106,50154601,1,원가)부서비,,용역원가,경 비 (5015),원가)부서비 (501546),50154601,1,원가)부서비,,,,,,,,,,,,,,,
,,,ETC,WF-106,50152511,1,원가)복리후생비(경조금),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152511,1,원가)복리후생비(경조금),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152511,1,원가)복리후생비(경조금),,,,,,,,
,,,ETC,WF-106,50152513,1,원가)복리후생비(경조금(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152513,1,원가)복리후생비(경조금(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152513,1,원가)복리후생비(경조금(현장)),,,,,,,,
,,,ETC,WF-106,50152519,1,원가)복리후생비(생수),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152519,1,원가)복리후생비(생수),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152519,1,"원가)복리후생비(일직,당직비)",,,,,,,,
,,,ETC,WF-106,50152598,1,원가)복리후생비(기타(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152598,1,원가)복리후생비(기타(현장)),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152598,1,원가)복리후생비(기타(현장)),,,,,,,,
,,,ETC,WF-106,50152599,1,원가)복리후생비(기타),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152599,1,원가)복리후생비(기타),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152599,1,원가)복리후생비(기타),,,,,,,,
,,,ETC,WF-106,50152515,1,원가)복리후생비(학자금보조),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152515,1,원가)복리후생비(학자금보조),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152515,1,원가)복리후생비(학자금보조),,,,,,,,
,,,ETC,WF-106,50152517,1,원가)복리후생비(차량보조금),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152517,1,원가)복리후생비(차량보조금),,용역원가,경 비 (5015),원가)복리후생비 (501525),50152517,1,원가)복리후생비(차량보조금),,,,,,,,
,,,ETC,WF-106,50152531,1,"원가)복리후생비(근재,상해보험료)",,용역원가,경 비 (5015),원가)복리후생비 (501525),50152531,1,"원가)복리후생비(근재,상해보험료)",,용역원가,경 비 (5015),원가)복리후생비 (501525),50152531,1,"원가)복리후생비(근재,상해보험료)",,,,,,,,
,근무지원비,출장비(총괄),BUSINESS_TRIP,WF-201,60115903,1,여비교통비(국내출장비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115903,1,여비교통비(국내출장비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115903,1,여비교통비(국내출장비),,812,,여비교통비,,812,,여비교통비
,,,BUSINESS_TRIP,WF-201,60115905,1,여비교통비(시내교통비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115905,1,여비교통비(시내교통비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115905,1,여비교통비(시내교통비),,737,,여비교통비,,712,,여비교통비
,,,BUSINESS_TRIP,WF-201,60115907,1,여비교통비(해외출장비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115907,1,여비교통비(해외출장비),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115907,1,여비교통비(해외출장비),,,,,,613,,출장비
,,,BUSINESS_TRIP,WF-201,60115999,1,여비교통비(기타),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115999,1,여비교통비(기타),,일반관리비,판매비및일반관리비 (6011),여비교통비 (601159),60115999,1,여비교통비(기타),,,,,,612,,주재비
,,,BUSINESS_TRIP,WF-201,60114771,1,경상시험연구비(해외출장비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114771,1,경상시험연구비(해외출장비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114771,1,경상시험연구비(해외출장비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,60114729,1,경상시험연구비(여비교통비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114729,1,경상시험연구비(여비교통비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114729,1,경상시험연구비(여비교통비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114730,1,경상시험연구비(여비교통비(연구)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114730,1,경상시험연구비(여비교통비(연구)),,,,,,,,
,,,BUSINESS_TRIP,WF-201,,,,,용역원가,경 비 (5015),원가)여비교통비 (501527),50152703,1,원가)여비교통비(국내출장비(현장)),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152703,1,원가)여비교통비(국내출장비(현장)),,,,,,,,
,,,BUSINESS_TRIP,WF-201,,,,,용역원가,경 비 (5015),원가)여비교통비 (501527),50152707,1,원가)여비교통비(시내교통비(현장)),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152707,1,원가)여비교통비(시내교통비(현장)),,,,,,,,
,,,BUSINESS_TRIP,WF-201,,,,,용역원가,경 비 (5015),원가)여비교통비 (501527),50152711,1,원가)여비교통비(감리운영비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152711,1,원가)여비교통비(감리운영비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,,,,,용역원가,경 비 (5015),원가)여비교통비 (501527),50152798,1,원가)여비교통비(기타(현장)),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152798,1,원가)여비교통비(기타(현장)),,,,,,,,
,,,BUSINESS_TRIP,WF-201,50152701,1,원가)여비교통비(국내출장비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152701,1,원가)여비교통비(국내출장비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152701,1,원가)여비교통비(국내출장비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,50152705,1,원가)여비교통비(시내교통비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152705,1,원가)여비교통비(시내교통비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152705,1,원가)여비교통비(시내교통비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,50152709,1,원가)여비교통비(해외출장비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152709,1,원가)여비교통비(해외출장비),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152709,1,원가)여비교통비(해외출장비),,,,,,,,
,,,BUSINESS_TRIP,WF-201,50152799,1,원가)여비교통비(기타),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152799,1,원가)여비교통비(기타),,용역원가,경 비 (5015),원가)여비교통비 (501527),50152799,1,원가)여비교통비(기타),,,,,,,,
,역량강화,행사비/교육비,ETC,WF-301,60115719,1,복리후생비(교육훈련비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115719,1,복리후생비(교육훈련비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115719,1,복리후생비(교육훈련비),,825,,교육훈련비,,825,,교육훈련비
,,,ETC,WF-301,60117301,1,교육훈련비,,일반관리비,판매비및일반관리비 (6011),교육훈련비 (601173),60117301,1,교육훈련비,,일반관리비,판매비및일반관리비 (6011),교육훈련비 (601173),60117301,1,교육훈련비,,,,,,740,,교육훈련비
,,,ETC,WF-301,60114501,1,도서인쇄비(신문및정기간행물),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114501,1,도서인쇄비(신문및정기간행물),,일반관리비,판매비및일반관리비 (6011),도서인쇄비 (601145),60114501,1,도서인쇄비(신문및정기간행물),,,,,,,,
,,,ETC,WF-301,60115727,1,복리후생비(행사비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115727,1,복리후생비(행사비),,일반관리비,판매비및일반관리비 (6011),복리후생비 (601157),60115727,1,복리후생비(행사비),,,,,,,,
,,,ETC,WF-301,60114769,1,경상시험연구비(교육훈련비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114769,1,경상시험연구비(교육훈련비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114769,1,경상시험연구비(교육훈련비),,,,,,,,
,,,ETC,WF-301,50151501,1,원가)도서인쇄비(신문및정기간행물),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151501,1,원가)도서인쇄비(신문및정기간행물),,용역원가,경 비 (5015),원가)도서인쇄비 (501515),50151501,1,원가)도서인쇄비(신문및정기간행물),,,,,,,,
,,,ETC,WF-301,50153301,1,원가)교육훈련비,,용역원가,경 비 (5015),원가)교육훈련비 (501533),50153301,1,원가)교육훈련비,,용역원가,경 비 (5015),원가)교육훈련비 (501533),50153301,1,원가)교육훈련비,,,,,,,,
운영비,시설운영비,임대료,ETC,OP-101,60114101,1,지급임차료(월세),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114101,1,지급임차료(월세),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114101,1,지급임차료(월세),,819,,지급임차료,,819,,지급임차료
,,,ETC,OP-101,50151101,1,원가)지급임차료(월세),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151101,1,원가)지급임차료(월세),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151101,1,원가)지급임차료(월세),,,,,,719,,지급임차료
,,관리비,ETC,OP-102,60114107,1,지급임차료(관리비),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114107,1,지급임차료(관리비),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114107,1,지급임차료(사무실관리비),,,,,,737,,관리비
,,,ETC,OP-102,60114757,1,경상시험연구비(지급임차료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114757,1,경상시험연구비(지급임차료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114757,1,경상시험연구비(지급임차료),,,,,,737,,관리비
,,,ETC,OP-102,50151111,1,원가)지급임차료(관리비),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151111,1,원가)지급임차료(관리비),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151111,1,원가)지급임차료(사무실관리비),,,,,,,,
,,,ETC,OP-102,50151199,1,원가)지급임차료(기타),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151199,1,원가)지급임차료(기타),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151199,1,원가)지급임차료(기타),,,,,,,,
,,,ETC,OP-102,50154004,1,원가)합사경비(관리비),,용역원가,경 비 (5015),원가)합사경비 (501540),50154004,1,원가)합사경비(관리비),,,,,,,,,,,,,,,
,,수도광열비,ETC,OP-103,60113103,1,수도광열비(난방비),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113103,1,수도광열비(난방비),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113103,1,수도광열비(난방비),,742,,가스수도료,,715,,수도광열비
,,,ETC,OP-103,60113105,1,수도광열비(상하수도),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113105,1,수도광열비(상하수도),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113105,1,수도광열비(상하수도),,,,,,,,
,,,ETC,OP-103,60113199,1,수도광열비(기타),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113199,1,수도광열비(기타),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113199,1,수도광열비(기타),,,,,,,,
,,,ETC,OP-103,50150103,1,원가)수도광열비(난방비),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150103,1,원가)수도광열비(난방비),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150103,1,원가)수도광열비(난방비),,,,,,,,
,,,ETC,OP-103,50150105,1,원가)수도광열비(상하수도),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150105,1,원가)수도광열비(상하수도),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150105,1,원가)수도광열비(상하수도),,,,,,,,
,,,ETC,OP-103,50150199,1,원가)수도광열비(기타),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150199,1,원가)수도광열비(기타),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150199,1,원가)수도광열비(기타),,,,,,,,
,,전력비,ETC,OP-104,60113101,1,수도광열비(전기요금),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113101,1,수도광열비(전기요금),,일반관리비,판매비및일반관리비 (6011),수도광열비 (601131),60113101,1,수도광열비(전기요금),,,,,,815,,전력비
,,,ETC,OP-104,50150101,1,원가)수도광열비(전기요금),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150101,1,원가)수도광열비(전기요금),,용역원가,경 비 (5015),원가)수도광열비 (501501),50150101,1,원가)수도광열비(전기요금),,,,,,716,,전력비
,,세금과공과금,ETC,OP-105,60114901,1,세금과공과(수입인지대),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114901,1,세금과공과(수입인지대),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114901,1,세금과공과(수입인지대),,817,,세금과공과금,,817,,세금과공과금
,,,ETC,OP-105,60114903,1,세금과공과(사업소세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114903,1,세금과공과(사업소세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114903,1,세금과공과(사업소세),,,,,,717,,세금과공과금
,,,ETC,OP-105,60114905,1,세금과공과(재산세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114905,1,세금과공과(재산세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114905,1,세금과공과(재산세),,,,,,,,
,,,ETC,OP-105,60114907,1,세금과공과(균등할주민세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114907,1,세금과공과(균등할주민세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114907,1,세금과공과(균등할주민세),,,,,,,,
,,,ETC,OP-105,60114909,1,세금과공과(면허세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114909,1,세금과공과(면허세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114909,1,세금과공과(면허세),,,,,,,,
,,,ETC,OP-105,60114911,1,세금과공과(매입세액 안분),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114911,1,세금과공과(매입세액 안분),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114911,1,세금과공과(매입세액 안분),,,,,,,,
,,,ETC,OP-105,60114913,1,세금과공과(종합토지세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114913,1,세금과공과(종합토지세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114913,1,세금과공과(종합토지세),,,,,,,,
,,,ETC,OP-105,60114915,1,세금과공과(협회비),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114915,1,세금과공과(협회비),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114915,1,세금과공과(회비),,,,,,,,
,,,ETC,OP-105,60114917,1,세금과공과(자동차세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114917,1,세금과공과(자동차세),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114917,1,세금과공과(자동차세),,,,,,,,
,,,ETC,OP-105,60114999,1,세금과공과(기타),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114999,1,세금과공과(기타),,일반관리비,판매비및일반관리비 (6011),세금과공과 (601149),60114999,1,세금과공과(기타),,,,,,,,
,,,ETC,OP-105,,,,,,,,,,,,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116305,1,지급수수료(수입증지대),,,,,,,,
,,,ETC,OP-105,60114747,1,경상시험연구비(세금과공과),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114747,1,경상시험연구비(세금과공과),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114747,1,경상시험연구비(세금과공과),,,,,,,,
,,,ETC,OP-105,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114749,1,경상시험연구비(세금과공과(정보화투자)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114749,1,경상시험연구비(세금과공과(정보화투자)),,,,,,,,
,,,ETC,OP-105,50151701,1,원가)세금과공과(수입인지대),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151701,1,원가)세금과공과(수입인지대),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151701,1,원가)세금과공과(수입인지대),,,,,,,,
,,,ETC,OP-105,50151703,1,원가)세금과공과(사업소세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151703,1,원가)세금과공과(사업소세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151703,1,원가)세금과공과(사업소세),,,,,,,,
,,,ETC,OP-105,50151705,1,원가)세금과공과(재산세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151705,1,원가)세금과공과(재산세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151705,1,원가)세금과공과(재산세),,,,,,,,
,,,ETC,OP-105,50151707,1,원가)세금과공과(균등할주민세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151707,1,원가)세금과공과(균등할주민세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151707,1,원가)세금과공과(균등할주민세),,,,,,,,
,,,ETC,OP-105,50151709,1,원가)세금과공과(면허세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151709,1,원가)세금과공과(면허세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151709,1,원가)세금과공과(면허세),,,,,,,,
,,,ETC,OP-105,50151711,1,원가)세금과공과(매입세액 안분),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151711,1,원가)세금과공과(매입세액 안분),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151711,1,원가)세금과공과(매입세액 안분),,,,,,,,
,,,ETC,OP-105,50151713,1,원가)세금과공과(종합토지세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151713,1,원가)세금과공과(종합토지세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151713,1,원가)세금과공과(종합토지세),,,,,,,,
,,,ETC,OP-105,50151715,1,"원가)세금과공과(협회,연회비)",,용역원가,경 비 (5015),원가)세금과공과 (501517),50151715,1,"원가)세금과공과(협회,연회비)",,용역원가,경 비 (5015),원가)세금과공과 (501517),50151715,1,"원가)세금과공과(협회,연회비)",,,,,,,,
,,,ETC,OP-105,50151717,1,원가)세금과공과(자동차세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151717,1,원가)세금과공과(자동차세),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151717,1,원가)세금과공과(자동차세),,,,,,,,
